Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag
LOAN_0001327,CUST_09423,Home,2023-07-14,9137607.9,8.86,300,0,N
LOAN_0001328,CUST_09558,Auto,2021-06-30,1403728.46,10.59,60,4,N
LOAN_0001329,CUST_00217,Education,2022-06-19,756836.8,9.48,84,24,N
LOAN_0001331,CUST_00569,Home,2021-03-22,9455548.58,7.17,300,9,N
LOAN_0001332,CUST_09877,Home,2024-09-18,2989230.03,7.31,240,5,N
LOAN_0001334,CUST_05709,Home,2024-09-27,3244103.49,7.59,240,8,N
LOAN_0001337,CUST_06375,Auto,2021-02-12,1354091.56,8.75,48,1,N
LOAN_0001338,CUST_00607,Personal,2022-11-13,1312695.27,10.84,24,15,N
LOAN_0001339,CUST_00065,Personal,2022-08-21,607588.43,12.01,48,4,N
LOAN_0001340,CUST_05085,Personal,2021-01-03,1496661.2,12.62,36,0,N
LOAN_0001342,CUST_07262,Auto,2023-07-02,1919290.01,8.94,60,2,N
LOAN_0001343,CUST_00026,Home,2021-10-17,3389331.33,9.98,240,1,N
LOAN_0001344,CUST_04458,Auto,2023-05-08,1372730.2,12.89,60,0,N
LOAN_0001345,CUST_09386,Education,2021-02-16,1761280.54,11.45,84,20,N
LOAN_0001347,CUST_03394,Personal,2021-04-12,1239904.27,13.02,60,11,N
LOAN_0001349,CUST_03195,Auto,2025-05-04,1835286.5,11.81,72,4,N
LOAN_0001352,CUST_09151,Personal,2021-03-22,1330361.05,14.52,48,0,N
LOAN_0001353,CUST_00629,Home,2021-04-27,8319418.57,9.37,300,10,N
LOAN_0001358,CUST_08584,Home,2022-10-25,9983722.83,7.03,120,1,N
LOAN_0001359,CUST_09457,Education,2023-12-01,1552076.98,9.34,60,1,N
LOAN_0001360,CUST_09526,Personal,2024-03-13,725726.99,15.02,24,13,N
LOAN_0001362,CUST_03638,Home,2025-07-08,8341865.34,7.03,240,6,N
LOAN_0001363,CUST_03077,Auto,2022-01-08,806165.22,8.74,60,26,N
LOAN_0001365,CUST_09379,Home,2024-06-10,9366663.56,7.54,240,4,N
LOAN_0001366,CUST_05459,Home,2021-11-30,7737886.0,10.28,180,4,N
LOAN_0001367,CUST_09590,Personal,2023-12-26,147557.72,12.23,36,12,N
LOAN_0001371,CUST_04673,Home,2022-06-22,6331681.69,7.63,180,6,N
LOAN_0001372,CUST_02928,Home,2022-04-19,8387219.23,9.84,120,2,N
LOAN_0001374,CUST_05646,Home,2021-01-10,6511953.03,9.53,120,4,N
LOAN_0001375,CUST_06295,Auto,2024-08-12,502689.86,9.75,72,10,N
LOAN_0001376,CUST_09125,Auto,2022-06-11,457518.16,12.84,60,4,N
LOAN_0001377,CUST_05663,Auto,2024-05-22,2081859.9,11.25,36,2,N
LOAN_0001378,CUST_00156,Education,2022-05-04,905789.37,9.26,60,10,N
LOAN_0001381,CUST_08350,Personal,2022-02-09,925372.26,11.08,36,9,N
LOAN_0001383,CUST_03527,Auto,2021-05-09,1072843.32,11.71,36,1,N
LOAN_0001384,CUST_06475,Auto,2022-01-29,963700.04,11.0,60,2,N
LOAN_0001385,CUST_07614,Personal,2023-06-19,333014.92,12.53,36,14,N
LOAN_0001386,CUST_06997,Personal,2023-02-23,998860.48,15.92,24,7,N
LOAN_0001389,CUST_09843,Auto,2023-12-23,819929.69,11.79,36,4,N
LOAN_0001390,CUST_06841,Personal,2021-07-17,590590.97,14.96,24,16,N
LOAN_0001391,CUST_09482,Personal,2023-06-17,1385342.84,13.49,60,15,N
LOAN_0001392,CUST_08129,Home,2023-03-25,7209057.14,8.07,240,1,N
LOAN_0001394,CUST_02735,Personal,2024-07-01,262514.16,10.68,24,14,N
LOAN_0001395,CUST_01806,Home,2021-11-16,7675371.92,7.12,240,3,N
LOAN_0001396,CUST_09602,Personal,2022-09-15,613498.75,12.44,60,2,N
LOAN_0001397,CUST_05457,Personal,2021-09-13,855872.11,15.13,36,20,N
LOAN_0001400,CUST_08351,Personal,2023-01-29,825278.37,17.84,60,21,N
LOAN_0001401,CUST_06288,Home,2022-08-24,6234098.22,7.58,240,50,N
LOAN_0001403,CUST_09811,Home,2022-08-28,3882417.02,10.21,120,10,N
LOAN_0001405,CUST_03482,Home,2023-03-08,6891430.46,7.96,180,8,N
LOAN_0001410,CUST_04988,Education,2025-12-06,1244881.7,10.34,60,0,N
LOAN_0001411,CUST_06203,Personal,2022-09-27,161075.93,12.96,36,3,N
LOAN_0001415,CUST_08892,Personal,2024-08-28,233124.43,12.29,36,4,N
LOAN_0001416,CUST_06832,Home,2023-06-30,3818792.27,10.05,240,1,N
LOAN_0001418,CUST_09272,Personal,2024-06-04,501432.06,14.88,60,0,N
LOAN_0001419,CUST_03578,Education,2026-01-01,776713.03,12.39,84,0,N
LOAN_0001421,CUST_06328,Personal,2023-01-26,1218407.75,14.04,48,7,N
LOAN_0001424,CUST_09655,Home,2021-10-12,2452279.96,7.65,120,10,N
LOAN_0001425,CUST_00297,Personal,2023-06-09,473861.68,17.51,36,7,N
LOAN_0001428,CUST_06181,Personal,2022-05-02,1019004.68,16.91,60,21,N
LOAN_0001429,CUST_07728,Personal,2022-02-26,455485.66,17.24,36,2,N
LOAN_0001430,CUST_08656,Home,2021-12-19,2234182.2,9.92,300,2,N
LOAN_0001442,CUST_02460,Auto,2021-02-05,1679768.79,8.59,72,0,N
LOAN_0001443,CUST_00114,Home,2024-02-03,2372846.26,7.29,180,8,N
LOAN_0001444,CUST_08990,Home,2021-07-21,7388999.0,8.98,300,7,N
LOAN_0001446,CUST_06193,Personal,2021-12-24,912842.84,15.08,48,150,Y
LOAN_0001449,CUST_01313,Personal,2022-03-20,686360.43,15.48,24,24,N
LOAN_0001453,CUST_02525,Auto,2023-04-22,2161667.65,12.14,48,10,N
LOAN_0001457,CUST_08841,Auto,2024-08-02,1027731.49,10.13,48,2,N
LOAN_0001465,CUST_03154,Home,2023-10-11,7072487.92,9.83,180,2,N
LOAN_0001466,CUST_03112,Personal,2025-04-14,126302.93,13.29,48,3,N
LOAN_0001467,CUST_05992,Personal,2022-04-15,366117.1,13.31,60,12,N
LOAN_0001469,CUST_04024,Personal,2021-03-08,411524.68,15.83,36,21,N
LOAN_0001471,CUST_08616,Auto,2022-07-20,1781901.37,11.72,60,3,N
LOAN_0001475,CUST_04469,Personal,2022-01-11,839871.38,12.12,36,6,N
LOAN_0001479,CUST_06596,Home,2021-11-06,8552441.43,7.02,300,0,N
LOAN_0001480,CUST_04099,Home,2021-03-27,9364559.7,9.45,300,3,N
LOAN_0001482,CUST_06571,Personal,2021-06-14,351107.14,14.94,48,9,N
LOAN_0001483,CUST_02092,Personal,2021-03-13,818232.51,11.24,24,15,N
LOAN_0001484,CUST_03095,Home,2022-03-12,3956530.06,9.46,300,0,N
LOAN_0001485,CUST_00295,Home,2024-06-16,6181143.04,10.2,120,2,N
LOAN_0001487,CUST_05283,Auto,2023-07-16,2193086.47,10.18,48,19,N
LOAN_0001489,CUST_08936,Auto,2021-06-02,733463.15,8.55,48,8,N
LOAN_0001490,CUST_08141,Auto,2021-02-09,1344691.56,12.0,72,4,N
LOAN_0001491,CUST_02516,Home,2022-02-13,5684250.06,8.53,180,1,N
LOAN_0001492,CUST_09281,Auto,2025-03-30,585923.64,12.98,72,3,N
LOAN_0001493,CUST_08060,Personal,2023-04-01,591707.75,10.58,24,1,N
LOAN_0001494,CUST_05669,Personal,2024-11-30,127339.01,13.82,60,4,N
LOAN_0001499,CUST_00930,Home,2021-03-31,9396759.67,8.88,180,23,N
LOAN_0001501,CUST_04309,Personal,2021-06-04,1259745.15,16.09,24,4,N
LOAN_0001505,CUST_06305,Auto,2022-06-10,2021840.28,12.24,36,9,N
LOAN_0001509,CUST_08066,Personal,2021-03-26,1404658.84,15.46,24,0,N
LOAN_0001510,CUST_10082,Auto,2022-02-15,1585837.04,11.7,36,7,N
LOAN_0001511,CUST_03260,Personal,2023-09-11,740383.06,17.07,60,5,N
LOAN_0001512,CUST_00896,Home,2021-12-27,6666261.81,10.22,120,7,N
LOAN_0001516,CUST_10020,Education,2025-01-13,789019.69,8.31,60,2,N
LOAN_0001519,CUST_05788,Home,2023-06-21,3561611.39,10.2,240,0,N
LOAN_0001521,CUST_00423,Auto,2021-03-13,425666.68,8.63,72,5,N
LOAN_0001522,CUST_02433,Home,2022-11-11,7144845.26,8.49,120,9,N
LOAN_0001525,CUST_01841,Home,2021-08-31,6163096.23,7.77,180,75,N
LOAN_0001526,CUST_03433,Personal,2025-09-13,839031.46,17.82,48,4,N
LOAN_0001527,CUST_07541,Home,2024-01-07,5150677.65,7.31,180,1,N
LOAN_0001528,CUST_08526,Personal,2021-06-13,785682.08,17.48,24,10,N
LOAN_0001529,CUST_05296,Home,2021-04-11,5498553.36,9.77,180,3,N
LOAN_0001530,CUST_01636,Home,2021-09-21,6705216.59,7.55,300,14,N
LOAN_0001531,CUST_08921,Personal,2022-02-15,179489.99,16.35,24,3,N
LOAN_0001532,CUST_04498,Home,2024-05-22,4827531.09,10.24,300,3,N
LOAN_0001533,CUST_03131,Personal,2023-09-20,407251.5,13.75,60,9,N
LOAN_0001534,CUST_08894,Personal,2023-02-13,627548.5,14.36,24,7,N
LOAN_0001539,CUST_06531,Home,2022-04-03,9596238.6,7.07,240,1,N
LOAN_0001540,CUST_07607,Education,2025-07-07,227835.34,12.23,60,5,N
LOAN_0001542,CUST_08721,Auto,2021-04-30,416702.84,11.83,48,13,N
LOAN_0001543,CUST_02678,Home,2021-09-13,5514206.35,7.99,240,22,N
LOAN_0001544,CUST_05402,Auto,2023-02-13,704355.97,9.8,48,8,N
LOAN_0001546,CUST_08726,Home,2021-08-01,8056618.34,9.44,180,20,N
LOAN_0001549,CUST_01289,Personal,2022-11-08,1305404.44,13.86,36,3,N
LOAN_0001550,CUST_04293,Home,2021-04-29,9281498.07,10.06,180,0,N
LOAN_0001552,CUST_09618,Education,2022-01-22,1680096.76,9.99,60,1,N
LOAN_0001553,CUST_08876,Auto,2023-08-21,1066587.72,8.53,36,1,N
LOAN_0001554,CUST_07949,Home,2023-01-22,6783291.8,8.35,120,1,N
LOAN_0001560,CUST_06437,Personal,2025-05-18,188988.98,16.23,36,22,N
LOAN_0001562,CUST_04489,Auto,2022-12-20,1899240.3,9.42,72,10,N
LOAN_0001563,CUST_06182,Personal,2024-01-10,1442732.13,17.31,60,10,N
LOAN_0001564,CUST_00683,Home,2024-05-31,5810582.2,9.98,300,60,N
LOAN_0001569,CUST_03472,Home,2022-04-13,6405692.73,7.9,300,12,N
LOAN_0001570,CUST_07780,Home,2024-10-18,7312864.3,7.49,180,19,N
LOAN_0001571,CUST_01711,Auto,2021-07-07,687102.72,11.51,60,1,N
LOAN_0001572,CUST_03735,Auto,2022-01-08,1826715.52,10.99,36,0,N
LOAN_0001575,CUST_06226,Personal,2024-05-04,975031.83,16.14,36,40,N
LOAN_0001576,CUST_04417,Auto,2023-02-11,2199276.48,12.08,60,7,N
LOAN_0001578,CUST_08635,Education,2021-09-09,1327329.38,12.41,120,15,N
LOAN_0001579,CUST_06186,Auto,2025-08-26,1472103.2,12.4,48,8,N
LOAN_0001580,CUST_06693,Home,2021-04-07,8950161.94,8.35,180,8,N
LOAN_0001582,CUST_07055,Auto,2021-10-23,1140387.54,12.75,60,4,N
LOAN_0001583,CUST_01608,Personal,2022-10-29,296498.34,12.95,24,0,N
LOAN_0001584,CUST_03828,Auto,2022-05-03,572814.9,10.9,60,8,N
LOAN_0001585,CUST_02343,Personal,2025-01-24,939481.25,13.29,48,5,N
LOAN_0001586,CUST_07721,Home,2022-03-13,9958304.76,10.01,120,1,N
LOAN_0001587,CUST_04006,Home,2021-03-24,3392138.58,8.69,300,22,N
LOAN_0001589,CUST_01738,Personal,2023-03-12,802307.57,13.97,60,1,N
LOAN_0001590,CUST_05443,Personal,2022-08-28,910142.16,11.73,36,1,N
LOAN_0001591,CUST_00760,Auto,2022-04-27,910287.78,8.81,72,11,N
LOAN_0001595,CUST_02347,Auto,2024-04-27,1584132.76,11.76,60,2,N
LOAN_0001597,CUST_09071,Home,2022-02-15,7507839.88,10.16,120,11,N
LOAN_0001598,CUST_03215,Home,2022-10-16,6414306.47,9.34,180,7,N
LOAN_0001599,CUST_08362,Home,2023-06-23,6017964.08,8.41,120,0,N
LOAN_0001601,CUST_01594,Personal,2021-07-20,912349.0,14.42,48,0,N
LOAN_0001603,CUST_00727,Personal,2023-10-28,1049302.41,12.6,48,6,N
LOAN_0001604,CUST_08531,Personal,2021-10-09,1212029.95,17.91,60,4,N
LOAN_0001607,CUST_09282,Home,2023-05-10,9416189.03,8.32,300,1,N
LOAN_0001609,CUST_08472,Home,2023-11-08,9934402.12,8.64,300,8,N
LOAN_0001611,CUST_08778,Home,2021-06-19,9716679.23,10.2,180,6,N
LOAN_0001612,CUST_03441,Personal,2023-08-13,196453.92,17.77,60,1,N
LOAN_0001613,CUST_02831,Auto,2023-11-17,1093212.66,11.05,72,4,N
LOAN_0001614,CUST_00462,Auto,2021-04-13,1895729.27,9.15,72,3,N
LOAN_0001618,CUST_03053,Personal,2022-12-19,448903.08,14.35,24,3,N
LOAN_0001621,CUST_02796,Auto,2021-07-23,2494814.79,10.45,36,1,N
LOAN_0001623,CUST_04935,Home,2025-01-24,7251028.65,9.47,300,0,N
LOAN_0001625,CUST_09761,Home,2021-07-08,6434908.72,7.12,120,5,N
LOAN_0001626,CUST_08174,Home,2021-02-03,4659597.71,10.46,300,13,N
LOAN_0001627,CUST_04170,Home,2022-10-08,7415778.54,9.91,240,1,N
LOAN_0001628,CUST_02755,Home,2023-01-09,8467542.83,7.08,240,7,N
LOAN_0001629,CUST_09191,Home,2023-05-19,7006797.86,7.13,180,10,N
LOAN_0001632,CUST_01458,Personal,2021-05-27,351759.7,15.71,24,0,N
LOAN_0001635,CUST_02453,Home,2023-10-11,8823804.88,8.2,180,7,N
LOAN_0001636,CUST_07756,Auto,2022-06-20,1912960.65,9.07,48,13,N
LOAN_0001638,CUST_09796,Auto,2021-02-25,727603.25,9.95,60,1,N
LOAN_0001639,CUST_02919,Home,2021-01-28,9013056.98,8.35,240,3,N
LOAN_0001642,CUST_05938,Personal,2021-06-16,971583.71,13.58,48,2,N
LOAN_0001648,CUST_06565,Personal,2022-12-08,812557.56,13.37,36,5,N
LOAN_0001649,CUST_08777,Auto,2021-09-17,2092478.53,11.89,48,2,N
LOAN_0001651,CUST_01159,Home,2021-07-09,5363920.8,7.53,120,4,N
LOAN_0001653,CUST_08539,Auto,2022-01-12,1337351.25,11.15,72,5,N
LOAN_0001658,CUST_01285,Home,2023-08-22,9077041.79,8.9,180,10,N
LOAN_0001660,CUST_06962,Home,2023-07-04,8227170.97,9.73,120,1,N
LOAN_0001662,CUST_02863,Auto,2021-01-08,1749265.06,9.38,36,7,N
LOAN_0001666,CUST_07497,Education,2022-11-02,1239928.34,8.79,120,2,N
LOAN_0001667,CUST_08815,Auto,2024-07-16,1067207.78,11.79,48,4,N
LOAN_0001668,CUST_02780,Auto,2024-02-01,1930035.78,8.51,48,18,N
LOAN_0001669,CUST_00809,Home,2024-01-01,7813955.62,7.76,180,11,N
LOAN_0001671,CUST_09669,Auto,2023-03-21,637804.98,8.25,72,16,N
LOAN_0001672,CUST_07549,Home,2022-11-05,5605543.58,7.32,180,1,N
LOAN_0001675,CUST_06692,Personal,2021-10-07,1191673.33,17.02,24,4,N
LOAN_0001677,CUST_00060,Auto,2021-03-16,2469625.37,12.89,60,7,N
LOAN_0001678,CUST_07254,Auto,2022-09-08,1971847.16,12.55,36,3,N
LOAN_0001679,CUST_04404,Home,2021-07-26,6549386.95,8.92,180,0,N
LOAN_0001680,CUST_02992,Auto,2024-10-03,780712.4,10.82,48,0,N
LOAN_0001681,CUST_09028,Home,2021-03-24,7804863.92,8.81,180,6,N
LOAN_0001682,CUST_03319,Personal,2021-06-07,511167.39,13.97,36,0,N
LOAN_0001684,CUST_01403,Home,2021-02-12,5198210.6,7.1,180,2,N
LOAN_0001688,CUST_09703,Education,2022-01-28,1380404.81,10.55,120,14,N
LOAN_0001693,CUST_09080,Education,2022-03-17,1303725.91,7.72,60,6,N
LOAN_0001698,CUST_03179,Auto,2025-08-18,1594203.04,11.47,60,8,N
LOAN_0001701,CUST_08551,Auto,2023-10-07,1571567.95,10.16,48,10,N
LOAN_0001702,CUST_06879,Auto,2023-07-21,1700428.81,11.8,36,5,N
LOAN_0001703,CUST_08665,Personal,2021-12-15,472610.53,12.36,60,1,N
LOAN_0001705,CUST_09854,Home,2023-11-23,7031510.92,10.37,120,6,N
LOAN_0001706,CUST_03195,Personal,2021-08-13,1323095.32,13.57,24,4,N
LOAN_0001708,CUST_10162,Education,2024-09-24,875879.18,11.29,60,13,N
LOAN_0001709,CUST_01123,Home,2023-03-11,7183957.74,7.7,300,0,N
LOAN_0001711,CUST_08350,Auto,2022-04-23,1635811.71,11.88,48,22,N
LOAN_0001712,CUST_01602,Auto,2025-12-11,2173063.69,12.87,36,4,N
LOAN_0001713,CUST_00499,Education,2024-05-12,694824.62,11.13,84,0,N
LOAN_0001715,CUST_04421,Home,2021-09-19,7012907.14,8.55,300,12,N
LOAN_0001720,CUST_10075,Home,2024-09-11,3133838.93,10.0,120,1,N
LOAN_0001721,CUST_08622,Auto,2021-01-23,2001379.05,10.16,36,2,N
LOAN_0001722,CUST_04986,Home,2024-06-14,8477089.89,7.08,180,2,N
LOAN_0001727,CUST_01886,Auto,2021-01-07,480224.01,8.6,48,1,N
LOAN_0001728,CUST_07769,Home,2021-01-23,2253783.15,8.86,180,10,N
LOAN_0001729,CUST_08345,Home,2024-01-09,4584964.46,9.05,300,1,N
LOAN_0001730,CUST_07582,Auto,2021-06-04,1697098.59,10.57,36,15,N
LOAN_0001731,CUST_02597,Education,2021-10-14,1128459.93,9.01,84,1,N
LOAN_0001737,CUST_05955,Auto,2023-10-11,1363468.92,12.67,36,16,N
LOAN_0001738,CUST_08468,Auto,2021-02-19,2496185.59,10.06,60,0,N
LOAN_0001739,CUST_01278,Home,2022-06-14,8519354.92,8.08,300,28,N
LOAN_0001741,CUST_06459,Auto,2025-07-11,2206975.66,10.78,48,1,N
LOAN_0001743,CUST_00952,Education,2023-10-21,1354350.78,8.48,60,4,N
LOAN_0001744,CUST_08497,Education,2022-10-21,925403.36,8.23,84,17,N
LOAN_0001745,CUST_02004,Auto,2021-08-29,1239381.43,8.92,60,10,N
LOAN_0001746,CUST_08049,Auto,2022-11-13,2017045.65,11.93,36,0,N
LOAN_0001747,CUST_07589,Education,2021-10-17,1066456.3,11.21,60,0,N
LOAN_0001751,CUST_06230,Personal,2024-07-19,889723.8,15.42,36,8,N
LOAN_0001752,CUST_07758,Education,2023-06-14,1033100.57,11.32,60,22,N
LOAN_0001754,CUST_08825,Personal,2022-06-27,800274.79,14.36,48,8,N
LOAN_0001756,CUST_00796,Education,2022-02-16,1758936.49,12.46,84,75,N
LOAN_0001757,CUST_05710,Personal,2023-06-03,693770.38,11.39,60,17,N
LOAN_0001759,CUST_07142,Home,2021-01-27,4339023.88,7.68,180,4,N
LOAN_0001762,CUST_03543,Home,2022-08-03,6173157.82,8.2,120,8,N
LOAN_0001764,CUST_01788,Home,2023-11-28,8829526.58,8.61,300,0,N
LOAN_0001765,CUST_09439,Home,2025-07-21,6211586.22,10.48,240,0,N
LOAN_0001770,CUST_02349,Personal,2022-11-21,567476.16,17.85,24,15,N
LOAN_0001775,CUST_05323,Auto,2021-08-19,2377509.88,10.64,48,3,N
LOAN_0001776,CUST_00945,Home,2023-05-07,2257826.14,9.2,300,7,N
LOAN_0001778,CUST_08498,Personal,2021-05-25,145608.91,16.68,36,19,N
LOAN_0001781,CUST_07012,Home,2021-08-21,8690546.06,9.72,240,9,N
LOAN_0001782,CUST_02144,Home,2025-08-06,9068008.08,9.9,180,0,N
LOAN_0001785,CUST_07822,Personal,2026-01-03,1201089.15,12.85,24,2,N
LOAN_0001788,CUST_04104,Auto,2021-10-21,510601.91,11.19,48,0,N
LOAN_0001793,CUST_01879,Auto,2021-08-06,1803883.7,10.27,60,0,N
LOAN_0001794,CUST_08213,Personal,2025-03-24,764332.53,15.18,36,10,N
LOAN_0001797,CUST_03530,Home,2025-05-20,8491636.08,8.14,120,7,N
LOAN_0001798,CUST_06657,Personal,2021-07-06,216863.23,14.58,60,3,N
LOAN_0001799,CUST_02632,Auto,2022-10-04,830893.0,8.88,60,2,N
LOAN_0001800,CUST_01961,Home,2021-06-02,5872783.58,9.9,240,1,N
LOAN_0001801,CUST_04966,Personal,2022-04-20,801626.24,10.59,60,29,N
LOAN_0001803,CUST_09827,Home,2024-07-28,3903166.71,9.58,300,2,N
LOAN_0001804,CUST_07555,Personal,2021-12-19,1425151.0,13.3,48,1,N
LOAN_0001806,CUST_00659,Home,2021-07-06,5717778.04,10.2,180,0,N
LOAN_0001807,CUST_08023,Auto,2021-07-21,761304.17,11.46,60,18,N
LOAN_0001810,CUST_04935,Home,2022-02-21,2658446.58,7.68,120,1,N
LOAN_0001812,CUST_00199,Personal,2024-01-01,1118938.8,12.22,60,10,N
LOAN_0001814,CUST_05240,Auto,2021-06-03,1063783.17,12.87,72,3,N
LOAN_0001815,CUST_09582,Auto,2022-08-23,998644.38,10.47,72,7,N
LOAN_0001817,CUST_03655,Education,2022-02-02,1245067.08,10.77,120,1,N
LOAN_0001818,CUST_07946,Education,2023-08-21,489666.9,9.26,84,60,N
LOAN_0001820,CUST_02080,Home,2023-04-06,8540288.77,10.19,120,0,N
LOAN_0001821,CUST_06406,Home,2023-03-02,6919564.86,9.66,300,0,N
LOAN_0001822,CUST_02350,Personal,2023-04-10,408619.38,11.79,24,10,N
LOAN_0001824,CUST_00747,Auto,2025-01-17,1121032.0,9.34,36,6,N
LOAN_0001825,CUST_03104,Home,2024-02-05,3698252.18,7.47,300,1,N
LOAN_0001829,CUST_00327,Personal,2022-06-08,1377888.74,10.71,24,12,N
LOAN_0001831,CUST_04449,Personal,2021-05-24,389277.18,17.4,24,4,N
LOAN_0001832,CUST_02438,Home,2024-03-13,8968160.49,10.45,120,3,N
LOAN_0001835,CUST_05113,Home,2021-02-26,5480900.9,9.36,240,37,N
LOAN_0001838,CUST_04534,Auto,2026-06-02,806727.21,8.88,72,1,N
LOAN_0001839,CUST_07431,Home,2025-11-09,8672399.69,8.2,120,10,N
LOAN_0001841,CUST_09076,Auto,2021-09-13,1344900.69,12.19,36,2,N
LOAN_0001845,CUST_09649,Home,2023-08-08,2550015.84,7.86,300,3,N
LOAN_0001846,CUST_01158,Personal,2024-07-22,993505.95,13.15,24,15,N
LOAN_0001848,CUST_04025,Home,2021-11-01,8933806.04,8.0,300,10,N
LOAN_0001852,CUST_09267,Education,2023-04-21,769783.3,12.21,60,1,N
LOAN_0001853,CUST_05326,Home,2021-01-21,4083997.06,9.13,120,0,N
LOAN_0001856,CUST_02251,Personal,2021-04-21,317525.82,11.55,60,24,N
LOAN_0001858,CUST_00620,Home,2025-07-26,2132523.38,10.29,120,4,N
LOAN_0001859,CUST_05334,Personal,2022-02-04,1121903.96,14.02,24,0,N
LOAN_0001860,CUST_06254,Personal,2021-10-18,1107345.39,14.88,24,0,N
LOAN_0001861,CUST_06422,Auto,2025-01-12,2420074.8,10.62,60,8,N
LOAN_0001865,CUST_07546,Education,2024-03-10,885184.09,8.78,84,4,N
LOAN_0001867,CUST_06544,Auto,2025-02-19,607459.3,12.37,48,9,N
LOAN_0001869,CUST_00643,Home,2022-02-06,8474386.43,8.05,300,3,N
LOAN_0001870,CUST_08323,Auto,2021-02-27,1508423.59,9.71,48,1,N
LOAN_0001871,CUST_07615,Auto,2023-11-29,643902.37,10.82,60,6,N
LOAN_0001872,CUST_07930,Personal,2022-05-06,177483.22,15.34,24,22,N
LOAN_0001873,CUST_02113,Home,2023-07-21,4709347.93,10.03,300,3,N
LOAN_0001874,CUST_08961,Home,2021-06-21,4365370.33,7.24,180,6,N
LOAN_0001875,CUST_03230,Auto,2024-02-21,404173.38,10.63,72,1,N
LOAN_0001877,CUST_00562,Home,2021-01-08,3535972.44,9.29,120,7,N
LOAN_0001879,CUST_00992,Personal,2021-06-04,405810.49,11.4,60,1,N
LOAN_0001881,CUST_09682,Home,2024-05-14,2715897.81,8.24,180,3,N
LOAN_0001882,CUST_08270,Personal,2021-11-17,316558.64,12.55,36,8,N
LOAN_0001884,CUST_07316,Personal,2022-09-24,684160.45,13.0,48,8,N
LOAN_0001887,CUST_08152,Auto,2022-02-04,2089319.29,9.11,48,3,N
LOAN_0001891,CUST_10073,Auto,2021-06-08,1016334.42,9.09,60,11,N
LOAN_0001894,CUST_06665,Education,2024-08-04,451204.15,11.06,60,1,N
LOAN_0001895,CUST_05687,Education,2021-07-22,575215.87,12.23,60,3,N
LOAN_0001897,CUST_01647,Auto,2025-12-01,913657.79,12.43,48,1,N
LOAN_0001901,CUST_07694,Education,2022-06-07,1483147.05,10.48,120,4,N
LOAN_0001903,CUST_04494,Home,2024-02-19,6782522.2,8.3,300,0,N
LOAN_0001905,CUST_01036,Personal,2021-08-10,815733.21,17.17,48,11,N
LOAN_0001906,CUST_09861,Home,2023-05-20,7541423.23,9.59,300,1,N
LOAN_0001907,CUST_05570,Auto,2022-05-11,1855154.02,8.17,36,5,N
LOAN_0001909,CUST_07759,Personal,2021-04-18,1323916.32,16.18,48,3,N
LOAN_0001911,CUST_09759,Personal,2022-07-02,143434.91,15.56,48,5,N
LOAN_0001912,CUST_06505,Personal,2023-08-16,1121400.19,13.85,60,5,N
LOAN_0001913,CUST_06212,Home,2024-12-14,8664878.31,7.64,180,2,N
LOAN_0001916,CUST_04156,Home,2023-02-24,4443841.06,8.81,120,4,N
LOAN_0001917,CUST_08452,Home,2021-05-03,6919456.31,7.49,120,14,N
LOAN_0001920,CUST_04409,Auto,2021-02-26,1785334.36,8.5,72,1,N
LOAN_0001922,CUST_03957,Home,2021-03-16,6271629.49,8.34,180,2,N
LOAN_0001925,CUST_07438,Personal,2022-05-28,1324303.06,13.9,36,9,N
LOAN_0001926,CUST_05880,Auto,2023-06-13,1266635.48,9.36,60,1,N
LOAN_0001927,CUST_05350,Home,2024-05-17,7423307.86,10.33,180,3,N
LOAN_0001929,CUST_01370,Auto,2022-08-25,990209.59,11.52,48,2,N
LOAN_0001930,CUST_04408,Home,2022-09-04,3977252.45,7.57,240,20,N
LOAN_0001931,CUST_07690,Home,2022-11-16,2535651.33,7.95,120,3,N
LOAN_0001933,CUST_05161,Personal,2022-04-30,803194.91,11.83,48,1,N
LOAN_0001935,CUST_05206,Home,2023-08-10,4084613.87,9.14,180,24,N
LOAN_0001936,CUST_07537,Personal,2022-10-14,714521.16,12.8,36,2,N
LOAN_0001937,CUST_01076,Auto,2024-08-01,2156666.88,8.11,72,1,N
LOAN_0001939,CUST_04669,Auto,2023-08-21,1202639.15,12.29,72,19,N
LOAN_0001940,CUST_09027,Personal,2021-01-02,1367674.37,12.49,48,9,N
LOAN_0001941,CUST_01369,Home,2021-02-13,3415860.49,8.85,300,28,N
LOAN_0001942,CUST_02745,Auto,2024-04-23,553939.46,11.17,36,2,N
LOAN_0001943,CUST_01591,Education,2022-06-03,607207.33,8.17,60,3,N
LOAN_0001944,CUST_06189,Education,2023-10-04,1766263.85,9.18,120,2,N
LOAN_0001945,CUST_02217,Personal,2022-11-18,273246.23,16.94,24,4,N
LOAN_0001947,CUST_00205,Home,2022-10-19,5857020.43,9.66,300,6,N
LOAN_0001950,CUST_00315,Personal,2023-01-17,776650.78,12.06,60,2,N
LOAN_0001951,CUST_00866,Auto,2022-03-05,2438344.2,12.44,60,5,N
LOAN_0001953,CUST_06984,Home,2024-02-15,6736297.81,7.32,240,6,N
