Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag,NPA_Flag_raw
LOAN_0002354,CUST_02679,Home,2026-06-05,2135947.22,8.09,300,1,N,N
LOAN_0002355,CUST_00112,Personal,2022-01-22,1275951.24,12.28,36,5,N,N
LOAN_0002356,CUST_09984,Home,2022-04-22,3152851.17,10.32,240,3,N,N
LOAN_0002357,CUST_04475,Personal,2025-10-20,230357.23,15.61,24,1,N,N
LOAN_0002358,CUST_08326,Auto,2024-04-07,2388485.14,8.39,48,60,N,N
LOAN_0002359,CUST_04536,Home,2026-02-28,5478561.08,9.62,240,7,N,N
LOAN_0002360,CUST_08494,Personal,2024-01-26,1486453.48,10.91,24,2,N,N
LOAN_0002361,CUST_01329,Home,2026-01-25,9055969.38,7.35,240,7,N,N
LOAN_0002362,CUST_09724,Education,2021-09-13,1053590.47,8.06,60,3,N,N
LOAN_0002363,CUST_03795,Home,2022-12-25,8556765.68,7.19,180,11,N,N
LOAN_0002364,CUST_03556,Home,2025-09-29,6715649.25,10.29,180,3,N,N
LOAN_0002365,CUST_08611,Personal,2022-01-13,233944.94,11.46,48,0,N,N
LOAN_0002366,CUST_08701,Auto,2023-04-14,1923533.19,12.92,36,6,N,N
LOAN_0002367,CUST_05193,Auto,2026-01-20,681729.86,11.47,48,8,N,N
LOAN_0002368,CUST_03305,Education,2025-09-14,1646783.86,11.92,60,3,N,N
LOAN_0002369,CUST_07727,Personal,2023-02-26,381117.79,15.36,60,11,N,N
LOAN_0002370,CUST_02751,Education,2024-01-12,435318.7,8.53,60,4,N,N
LOAN_0002371,CUST_07648,Home,2022-04-05,2511636.54,8.36,180,12,N,N
LOAN_0002372,CUST_02774,Personal,2024-03-30,1395731.79,13.38,36,2,N,N
LOAN_0002373,CUST_08736,Home,2024-06-01,7839831.18,8.57,240,0,N,N
LOAN_0002374,CUST_02915,Home,2025-12-23,2834736.67,9.22,120,150,Y,Y
LOAN_0002375,CUST_07935,Home,2021-06-07,4333968.57,9.5,180,1,N,N
LOAN_0002376,CUST_02199,Home,2025-08-15,6950686.61,7.95,120,12,N,N
LOAN_0002377,CUST_02210,Home,2025-08-01,6347300.19,8.37,120,2,N,N
LOAN_0002378,CUST_07841,Education,2022-05-12,1690273.08,8.29,120,0,N,N
LOAN_0002379,CUST_06953,Home,2026-01-04,3303200.11,10.37,240,1,N,N
LOAN_0002380,CUST_06567,Home,2024-11-25,9483094.33,7.6,180,3,N,N
LOAN_0002381,CUST_06141,Auto,2022-05-08,1754566.22,10.36,48,1,N,N
LOAN_0002382,CUST_05201,Personal,2023-11-10,299746.49,12.77,24,12,N,N
LOAN_0002383,CUST_00436,Home,2021-10-21,6234588.85,9.55,300,4,N,N
LOAN_0002384,CUST_03837,Personal,2023-06-17,834478.41,16.06,24,3,N,N
LOAN_0002385,CUST_01363,Education,2022-06-18,1866601.74,9.17,60,4,N,N
LOAN_0002386,CUST_05932,Home,2021-09-06,2040043.81,8.36,300,7,N,N
LOAN_0002387,CUST_02812,Auto,2024-05-07,1532779.52,8.81,72,2,N,N
LOAN_0002388,CUST_07919,Home,2023-04-12,3679951.26,8.12,120,14,N,N
LOAN_0002389,CUST_08515,Education,2024-09-13,844266.49,8.07,84,9,N,N
LOAN_0002390,CUST_04832,Home,2022-10-12,6261573.47,9.73,300,2,N,N
LOAN_0002391,CUST_05766,Home,2021-08-24,4980398.0,9.73,300,2,N,N
LOAN_0002392,CUST_07178,Home,2024-03-04,7120461.03,10.02,240,4,N,N
LOAN_0002393,CUST_03273,Education,2022-09-06,1790342.13,9.58,120,75,N,N
LOAN_0002394,CUST_08718,Auto,2025-04-19,1385035.2,11.16,72,0,N,N
LOAN_0002395,CUST_05618,Auto,2023-11-07,2224969.73,9.46,36,3,N,N
LOAN_0002396,CUST_00361,Education,2024-01-04,703992.13,10.01,84,1,N,N
LOAN_0002397,CUST_09023,Auto,2024-10-10,444103.8,8.41,48,3,N,N
LOAN_0002398,CUST_05126,Home,2023-02-09,9974291.01,7.66,180,4,N,N
LOAN_0002399,CUST_05353,Home,2021-04-15,2941921.49,9.51,300,0,N,N
LOAN_0002400,CUST_03205,Home,2024-04-02,6415831.64,7.1,300,1,N,N
LOAN_0002401,CUST_02168,Home,2024-07-22,6796877.46,8.65,300,15,N,N
LOAN_0002402,CUST_06124,Auto,2024-12-06,1893567.91,10.14,60,11,N,N
LOAN_0002403,CUST_01854,Home,2025-05-27,3786016.81,7.48,240,1,N,N
LOAN_0002404,CUST_04150,Auto,2026-02-06,1047009.99,12.05,48,7,N,N
LOAN_0002405,CUST_06087,Auto,2025-01-12,2096542.34,11.3,72,1,N,N
LOAN_0002406,CUST_06951,Auto,2021-04-05,953504.49,11.87,60,3,N,N
LOAN_0002407,CUST_01724,Home,2022-05-29,8681652.17,7.11,120,4,N,N
LOAN_0002408,CUST_00585,Home,2022-03-31,4244021.06,8.35,120,0,N,N
LOAN_0002409,CUST_03861,Education,2022-01-02,1124094.11,9.56,120,3,N,N
LOAN_0002410,CUST_02744,Home,2023-08-29,5352027.79,9.31,300,2,N,N
LOAN_0002411,CUST_05705,Auto,2024-06-18,1146749.91,12.33,72,0,N,N
LOAN_0002412,CUST_03598,Personal,2024-04-01,721228.66,14.59,48,8,N,N
LOAN_0002413,CUST_02652,Education,2026-03-18,1326250.69,10.07,120,17,N,N
LOAN_0002414,CUST_08769,Home,2024-10-24,6852825.05,7.89,180,13,N,N
LOAN_0002415,CUST_03814,Home,2021-10-27,2409632.84,9.38,180,19,N,N
LOAN_0002416,CUST_07223,Auto,2023-12-08,2261691.94,9.56,48,3,N,N
LOAN_0002417,CUST_08554,Home,2023-05-12,9379764.16,7.0,240,4,N,N
LOAN_0002418,CUST_06504,Home,2021-01-13,6117863.43,7.8,120,23,N,N
LOAN_0002419,CUST_06554,Auto,2022-05-18,1426781.05,8.32,60,23,N,N
LOAN_0002420,CUST_04713,Home,2024-06-21,6151604.33,7.42,240,7,N,N
LOAN_0002421,CUST_00635,Personal,2025-05-06,896613.99,11.7,60,4,N,N
LOAN_0002422,CUST_01704,Auto,2023-05-02,592636.05,10.61,36,4,N,N
LOAN_0002423,CUST_03005,Home,2022-12-18,4195263.17,8.85,120,6,N,N
LOAN_0002424,CUST_08703,Home,2025-11-28,5244742.54,7.03,120,20,N,N
LOAN_0002425,CUST_09152,Education,2023-07-28,1514089.92,8.08,84,5,N,N
LOAN_0002426,CUST_04276,Home,2024-12-07,4130550.34,8.51,300,12,N,N
LOAN_0002427,CUST_06621,Education,2021-10-10,1369059.21,11.34,60,7,N,N
LOAN_0002428,CUST_09493,Education,2024-01-27,926278.72,9.33,120,12,N,N
LOAN_0002429,CUST_09464,Personal,2023-11-14,1192742.65,16.45,36,8,N,N
LOAN_0002430,CUST_08501,Auto,2023-06-11,636148.34,10.99,48,7,N,N
LOAN_0002431,CUST_07568,Home,2026-02-02,5937285.77,8.0,180,10,N,N
LOAN_0002432,CUST_02303,Auto,2021-06-17,1802969.25,11.08,72,2,N,N
LOAN_0002433,CUST_08855,Personal,2023-10-17,1233287.25,13.83,36,8,N,N
LOAN_0002434,CUST_05334,Personal,2025-06-25,401519.35,14.37,24,1,N,N
LOAN_0002435,CUST_00155,Education,2022-12-06,1103190.04,9.4,60,10,N,N
LOAN_0002436,CUST_04827,Personal,2021-07-03,924451.41,13.92,60,8,N,N
LOAN_0002437,CUST_02202,Home,2026-07-11,6713849.44,7.3,240,0,N,N
LOAN_0002438,CUST_07999,Personal,2024-05-10,539168.23,16.2,36,0,N,N
LOAN_0002439,CUST_03253,Home,2021-01-01,2930904.94,7.91,180,1,N,N
LOAN_0002440,CUST_01754,Personal,2021-07-17,1046396.1,16.86,60,120,Y,Y
LOAN_0002441,CUST_01866,Home,2025-02-14,3636197.4,9.51,180,3,N,N
LOAN_0002442,CUST_07973,Education,2023-10-28,928360.38,8.05,120,3,N,N
LOAN_0002443,CUST_05546,Personal,2024-12-30,1264760.13,16.05,60,6,N,N
LOAN_0002444,CUST_05928,Education,2023-01-13,1478141.59,7.93,84,3,N,N
LOAN_0002445,CUST_01331,Home,2024-04-15,7343625.09,9.87,240,4,N,N
LOAN_0002446,CUST_03267,Personal,2025-07-20,1225402.41,13.16,48,11,N,N
LOAN_0002447,CUST_01624,Home,2022-01-28,5821078.68,9.49,180,1,N,N
LOAN_0002448,CUST_08087,Home,2021-11-04,7163595.1,8.09,240,1,N,N
LOAN_0002449,CUST_03204,Personal,2024-09-17,1187894.11,12.04,48,3,N,N
LOAN_0002450,CUST_01199,Auto,2024-12-14,506554.53,10.84,60,2,N,N
LOAN_0002451,CUST_08298,Home,2025-06-08,4877898.2,7.39,240,12,N,N
LOAN_0002452,CUST_05215,Home,2026-03-30,2444389.59,9.21,180,8,N,N
LOAN_0002453,CUST_02868,Education,2023-09-24,1077132.83,11.74,120,5,N,N
LOAN_0002454,CUST_06935,Home,2026-01-09,6410110.98,9.9,240,0,N,N
LOAN_0002455,CUST_07733,Home,2023-11-21,5868895.8,9.47,120,3,N,N
LOAN_0002456,CUST_08953,Auto,2022-09-30,1501634.31,11.12,48,1,N,N
LOAN_0002457,CUST_09206,Education,2021-05-09,1644860.37,11.79,120,1,N,N
LOAN_0002458,CUST_07181,Education,2024-10-09,512772.5,8.74,60,0,N,N
LOAN_0002459,CUST_01483,Home,2021-08-29,7041140.25,7.59,180,7,N,N
LOAN_0002460,CUST_03041,Home,2023-09-09,6649875.74,7.21,240,0,N,N
LOAN_0002461,CUST_08989,Auto,2025-03-28,1597448.86,10.9,48,5,N,N
LOAN_0002462,CUST_05636,Personal,2021-10-15,1092645.61,11.43,24,0,N,N
LOAN_0002463,CUST_06283,Personal,2025-10-19,1243336.64,16.34,60,6,N,N
LOAN_0002464,CUST_02958,Personal,2021-07-04,877501.92,16.59,60,2,N,N
LOAN_0002465,CUST_01606,Personal,2025-11-05,1038204.61,12.33,48,18,N,N
LOAN_0002466,CUST_07746,Personal,2021-01-22,163996.18,14.14,24,150,Y,Y
LOAN_0002467,CUST_03778,Education,2022-02-23,1624121.85,11.58,84,2,N,N
LOAN_0002468,CUST_06789,Auto,2023-07-03,1095121.76,9.56,48,5,N,N
LOAN_0002469,CUST_04711,Personal,2023-04-25,1476343.53,13.42,24,8,N,N
LOAN_0002470,CUST_04270,Education,2024-10-17,350348.75,8.93,84,1,N,N
LOAN_0002471,CUST_06434,Home,2026-01-13,4251442.97,7.63,240,26,N,N
LOAN_0002472,CUST_08677,Auto,2021-06-06,1030008.66,12.81,48,3,N,N
LOAN_0002473,CUST_08190,Auto,2023-07-02,1857279.39,9.74,36,0,N,N
LOAN_0002474,CUST_00688,Personal,2021-01-22,381783.43,17.68,36,5,N,N
LOAN_0002475,CUST_08523,Home,2023-05-06,8860504.51,8.19,180,3,N,N
LOAN_0002476,CUST_00037,Auto,2022-02-16,1332669.82,10.62,72,9,N,N
LOAN_0002477,CUST_06744,Home,2022-04-04,8737551.97,9.95,180,1,N,N
LOAN_0002478,CUST_00771,Home,2021-11-24,7485565.12,7.03,120,5,N,N
LOAN_0002479,CUST_10182,Home,2022-10-03,4706707.08,8.65,180,37,N,N
LOAN_0002480,CUST_03720,Home,2025-05-26,8708684.24,7.25,180,8,N,N
LOAN_0002481,CUST_08472,Home,2022-08-07,3150682.74,8.57,120,2,N,N
LOAN_0002482,CUST_02555,Auto,2024-01-13,771950.59,10.89,72,0,N,N
LOAN_0002483,CUST_05352,Home,2024-07-05,8929057.75,7.37,240,9,N,N
LOAN_0002484,CUST_05462,Personal,2023-07-01,881993.16,15.42,48,3,N,N
LOAN_0002485,CUST_05171,Home,2025-07-05,4384799.91,8.63,180,4,N,N
LOAN_0002486,CUST_09911,Home,2023-09-18,3913405.37,10.15,300,9,N,N
LOAN_0002487,CUST_06264,Auto,2022-12-24,2366749.45,10.66,48,4,N,N
LOAN_0002488,CUST_02277,Personal,2025-08-11,1221527.85,17.37,48,26,N,N
LOAN_0002489,CUST_10115,Home,2024-03-28,6458499.57,8.09,180,1,N,N
LOAN_0002490,CUST_09604,Home,2022-11-21,6057033.75,7.7,240,14,N,N
LOAN_0002491,CUST_03780,Auto,2025-10-16,2446663.11,10.18,60,1,N,N
LOAN_0002492,CUST_09182,Auto,2026-03-15,1589590.97,10.15,72,1,N,N
LOAN_0002493,CUST_09245,Personal,2023-07-23,725674.66,16.16,48,5,N,N
LOAN_0002494,CUST_02193,Personal,2023-09-29,1096777.67,10.7,48,13,N,N
LOAN_0002495,CUST_01279,Auto,2024-04-28,2156212.41,9.17,72,23,N,N
LOAN_0002496,CUST_06041,Home,2021-03-11,9720462.74,8.43,180,5,N,N
LOAN_0002497,CUST_04769,Home,2022-05-30,6250513.87,7.7,240,23,N,N
LOAN_0002498,CUST_03865,Personal,2026-04-21,1418811.38,11.03,36,17,N,N
LOAN_0002499,CUST_02422,Home,2026-02-27,8589690.02,8.1,120,24,N,N
LOAN_0002500,CUST_09434,Personal,2025-03-02,187810.23,15.93,36,3,N,N
LOAN_0002501,CUST_00454,Auto,2026-05-31,2199847.75,11.97,60,9,N,N
LOAN_0002502,CUST_07998,Auto,2021-02-25,1246898.58,12.15,60,2,N,N
LOAN_0002503,CUST_08902,Auto,2024-09-04,2029076.08,12.93,48,2,N,N
LOAN_0002504,CUST_02243,Personal,2022-06-22,348534.34,10.59,60,35,N,N
LOAN_0002505,CUST_00758,Personal,2023-10-15,167334.34,16.96,36,3,N,N
LOAN_0002506,CUST_08143,Home,2024-06-22,5105246.43,8.17,240,2,N,N
LOAN_0002507,CUST_08909,Personal,2024-11-29,342446.06,16.17,36,2,N,N
LOAN_0002508,CUST_05798,Auto,2024-09-14,1978267.87,11.86,36,0,N,N
LOAN_0002509,CUST_05822,Personal,2021-05-27,985313.46,17.9,60,6,N,N
LOAN_0002510,CUST_01831,Personal,2022-02-10,857160.05,14.8,48,1,N,N
LOAN_0002511,CUST_06990,Home,2021-06-13,2808731.89,7.79,120,0,N,N
LOAN_0002512,CUST_04896,Education,2024-02-19,1307550.92,8.04,60,0,N,N
LOAN_0002513,CUST_09873,Education,2024-07-22,297594.11,9.92,84,28,N,N
LOAN_0002514,CUST_07679,Home,2025-05-28,3999449.48,7.71,240,13,N,N
LOAN_0002515,CUST_07776,Home,2023-06-30,9842886.48,9.34,240,8,N,N
LOAN_0002516,CUST_08101,Auto,2022-04-25,2007569.35,11.8,48,16,N,N
LOAN_0002517,CUST_02272,Education,2026-01-17,1541997.57,9.15,60,0,N,N
LOAN_0002518,CUST_08434,Education,2021-03-19,426752.55,11.76,84,5,N,N
LOAN_0002519,CUST_06451,Home,2021-06-07,4424405.28,8.26,240,1,N,N
LOAN_0002520,CUST_05445,Personal,2022-03-16,1481336.08,14.53,24,3,N,N
LOAN_0002521,CUST_05884,Auto,2023-05-19,1803779.45,10.06,72,4,N,N
LOAN_0002522,CUST_06665,Home,2024-12-05,4457510.02,8.32,300,3,N,N
LOAN_0002523,CUST_03672,Home,2021-03-28,3558171.57,8.59,240,4,N,N
LOAN_0002524,CUST_06117,Home,2026-03-28,2115063.72,8.77,180,13,N,N
LOAN_0002525,CUST_00750,Home,2021-12-08,3257725.0,8.77,180,1,N,N
LOAN_0002526,CUST_09363,Home,2022-06-04,8129981.78,7.3,240,0,N,N
LOAN_0002527,CUST_04032,Personal,2022-04-04,1144971.0,16.57,36,0,N,N
LOAN_0002528,CUST_08778,Home,2021-12-30,2052176.86,9.78,240,0,N,N
LOAN_0002529,CUST_04431,Auto,2022-11-25,472322.59,8.34,48,26,N,N
LOAN_0002530,CUST_03189,Home,2024-10-24,2901820.43,7.28,120,17,N,N
LOAN_0002531,CUST_02052,Home,2025-04-26,7349026.12,9.56,300,9,N,N
LOAN_0002532,CUST_07934,Personal,2023-10-27,1234045.84,14.53,36,1,N,N
LOAN_0002533,CUST_03453,Personal,2025-02-04,101580.36,13.63,48,1,N,N
LOAN_0002534,CUST_04109,Home,2024-01-13,7387217.47,10.08,120,1,N,N
LOAN_0002535,CUST_03969,Personal,2026-02-02,844017.28,17.9,24,2,N,N
LOAN_0002536,CUST_00038,Auto,2024-07-07,1105665.55,9.75,60,3,N,N
LOAN_0002537,CUST_07585,Auto,2022-07-09,1296736.95,12.6,36,1,N,N
LOAN_0002538,CUST_08456,Home,2022-02-03,2206849.72,8.56,120,2,N,N
LOAN_0002539,CUST_09585,Auto,2026-05-06,1886649.39,11.65,36,1,N,N
LOAN_0002540,CUST_04521,Education,2022-01-06,1624653.04,9.5,84,2,N,N
LOAN_0002541,CUST_07360,Home,2025-09-05,9086937.47,7.1,300,6,N,N
LOAN_0002542,CUST_09832,Home,2021-02-01,8101945.69,8.5,120,7,N,N
LOAN_0002543,CUST_02672,Home,2023-12-01,7798387.24,9.86,120,4,N,N
LOAN_0002544,CUST_02691,Home,2025-08-11,5200685.69,10.13,300,4,N,N
LOAN_0002545,CUST_05049,Education,2025-01-08,1474296.36,9.65,60,1,N,N
LOAN_0002546,CUST_09107,Auto,2024-02-17,1773089.61,11.16,60,6,N,N
LOAN_0002547,CUST_01987,Home,2025-12-07,7052675.44,7.83,180,1,N,N
LOAN_0002548,CUST_03593,Education,2024-03-14,317068.13,12.43,60,4,N,N
LOAN_0002549,CUST_08869,Personal,2021-03-24,1390270.35,16.86,60,0,N,N
LOAN_0002550,CUST_00247,Home,2023-06-13,7744427.35,8.38,240,12,N,N
LOAN_0002551,CUST_08270,Personal,2021-09-07,1411304.33,11.63,36,5,N,N
LOAN_0002552,CUST_08217,Personal,2022-09-30,421769.63,14.69,48,9,N,N
LOAN_0002553,CUST_04864,Auto,2023-10-06,940779.96,12.03,72,25,N,N
LOAN_0002554,CUST_02764,Personal,2023-07-15,1177924.69,16.35,60,1,N,N
LOAN_0002555,CUST_9999,Auto,2024-06-27,1081410.77,11.66,36,7,N,N
LOAN_0002556,CUST_00482,Personal,2026-06-07,1173670.89,11.76,48,2,N,N
LOAN_0002557,CUST_05427,Auto,2023-07-21,2190083.26,9.95,60,2,N,N
LOAN_0002558,CUST_06437,Auto,2023-05-20,2381462.46,8.84,60,1,N,N
LOAN_0002559,CUST_08631,Auto,2024-08-18,1721562.49,11.69,48,8,N,N
LOAN_0002560,CUST_06185,Home,2024-12-21,7444057.22,8.02,240,3,N,N
LOAN_0002561,CUST_07984,Home,2025-12-11,4356456.64,10.09,120,15,N,N
LOAN_0002562,CUST_09904,Auto,2025-05-25,897566.8,10.84,72,0,N,N
LOAN_0002563,CUST_01186,Personal,2024-10-08,199621.18,16.37,24,13,N,N
LOAN_0002564,CUST_00976,Auto,2023-04-14,1718389.87,8.29,36,1,N,N
LOAN_0002565,CUST_09188,Auto,2021-07-26,850626.64,10.39,72,3,N,N
LOAN_0002566,CUST_09844,Education,2021-06-30,1637385.58,11.67,120,11,N,N
LOAN_0002567,CUST_04295,Education,2026-06-17,691334.6,9.25,120,13,N,N
LOAN_0002568,CUST_01740,Personal,2025-07-07,257796.41,15.0,36,0,N,N
LOAN_0002569,CUST_06801,Home,2023-10-14,3693415.15,7.46,120,2,N,N
LOAN_0002570,CUST_03196,Home,2024-03-05,8183003.76,9.51,240,1,N,N
LOAN_0002571,CUST_06171,Personal,2025-06-19,1151989.71,13.29,36,1,N,N
LOAN_0002572,CUST_06349,Home,2023-07-25,9101560.03,9.67,240,0,N,N
LOAN_0002573,CUST_05001,Home,2022-07-02,9176768.54,8.21,180,6,N,N
LOAN_0002574,CUST_02930,Home,2024-04-16,5602162.71,10.14,240,17,N,N
LOAN_0002575,CUST_08795,Personal,2024-08-11,1355958.9,16.2,36,8,N,N
LOAN_0002576,CUST_04032,Education,2026-06-02,465821.2,11.73,60,1,N,N
LOAN_0002577,CUST_08941,Home,2024-04-28,7255660.24,10.39,240,12,N,N
LOAN_0002578,CUST_07577,Personal,2024-04-11,404104.77,16.92,24,5,N,N
LOAN_0002579,CUST_01028,Personal,2025-11-22,172205.83,14.53,48,18,N,N
LOAN_0002580,CUST_08543,Home,2025-03-31,8682907.95,7.93,240,0,N,N
LOAN_0002581,CUST_00144,Personal,2021-04-10,1200381.77,17.78,24,7,N,N
LOAN_0002582,CUST_03510,Home,2025-01-10,7862530.1,9.01,180,11,N,N
LOAN_0002583,CUST_03215,Personal,2025-06-29,960116.89,10.94,36,2,N,N
LOAN_0002584,CUST_04149,Auto,2022-07-06,1827590.9,9.59,48,1,N,N
LOAN_0002585,CUST_02594,Home,2025-11-10,7748010.88,8.65,300,3,N,N
LOAN_0002586,CUST_06506,Home,2021-11-10,6230838.29,10.33,120,8,N,N
LOAN_0002587,CUST_08111,Home,2023-04-28,8181125.97,7.47,180,2,N,N
LOAN_0002588,CUST_00650,Home,2021-06-14,5987073.83,10.04,120,1,N,N
LOAN_0002589,CUST_06711,Personal,2023-09-17,1431291.23,12.03,36,75,N,N
LOAN_0002590,CUST_00782,Personal,2023-05-26,1168718.69,11.81,24,1,N,N
LOAN_0002591,CUST_02825,Home,2022-12-25,9178730.83,7.01,180,9,N,N
LOAN_0002592,CUST_07726,Personal,2021-08-15,1277766.94,17.31,48,3,N,N
LOAN_0002593,CUST_03219,Education,2024-07-06,920294.91,9.97,60,16,N,N
LOAN_0002594,CUST_07567,Auto,2024-04-06,405103.35,10.54,36,6,N,N
LOAN_0002595,CUST_01724,Personal,2022-09-15,592432.73,11.09,36,4,N,N
LOAN_0002596,CUST_00158,Home,2026-03-31,6311924.47,7.33,300,4,N,N
LOAN_0002597,CUST_06037,Auto,2023-11-28,1518029.35,10.88,48,4,N,N
LOAN_0002598,CUST_04864,Personal,2021-07-22,313808.64,16.4,36,0,N,N
LOAN_0002599,CUST_06929,Personal,2021-02-16,890998.32,13.71,24,13,N,N
LOAN_0002600,CUST_07100,Auto,2024-10-08,1917661.95,10.28,60,2,N,N
LOAN_0002601,CUST_01447,Home,2023-06-15,3113982.94,7.06,120,16,N,N
LOAN_0002602,CUST_05971,Personal,2025-08-28,250709.55,12.66,36,0,N,N
LOAN_0002603,CUST_06953,Education,2022-05-01,579329.47,8.2,84,7,N,N
LOAN_0002604,CUST_05465,Auto,2024-05-19,1574102.95,8.76,72,12,N,N
LOAN_0002605,CUST_00632,Education,2025-03-30,749499.26,8.61,84,6,N,N
LOAN_0002606,CUST_08476,Auto,2025-12-30,627607.8,10.25,36,2,N,N
LOAN_0002607,CUST_08869,Personal,2022-09-17,1445859.11,11.37,48,0,N,N
LOAN_0002608,CUST_00956,Personal,2021-12-23,1099098.61,12.59,48,4,N,N
LOAN_0002609,CUST_08113,Education,2023-12-15,1217462.98,11.54,120,1,N,N
LOAN_0002610,CUST_03506,Personal,2022-10-12,1407216.73,11.64,36,11,N,N
LOAN_0002611,CUST_09296,Personal,2022-02-01,302273.29,15.13,36,8,N,N
LOAN_0002612,CUST_00054,Personal,2022-03-17,353735.76,11.07,24,2,N,N
LOAN_0002613,CUST_03583,Home,2024-05-15,8897518.65,7.37,180,4,N,N
LOAN_0002614,CUST_07338,Personal,2026-03-23,533515.66,17.2,36,1,N,N
LOAN_0002615,CUST_04657,Home,2024-02-12,7864711.76,9.85,300,6,N,N
LOAN_0002616,CUST_06921,Personal,2025-02-02,1379508.36,12.22,24,0,N,N
LOAN_0002617,CUST_00297,Home,2023-07-01,8334228.82,8.95,240,5,N,N
LOAN_0002618,CUST_05492,Home,2023-10-12,6551312.69,10.33,240,1,N,N
LOAN_0002619,CUST_02660,Auto,2024-10-08,629425.17,11.84,72,3,N,N
LOAN_0002620,CUST_09986,Personal,2023-03-02,199064.0,13.48,36,4,N,N
LOAN_0002621,CUST_04589,Home,2021-11-20,5428306.36,8.48,300,2,N,N
LOAN_0002622,CUST_07325,Home,2023-06-20,9929460.92,9.16,180,1,N,N
LOAN_0002623,CUST_02513,Personal,2022-10-31,472092.59,11.75,60,4,N,N
LOAN_0002624,CUST_05947,Personal,2021-07-28,385513.8,17.76,60,3,N,N
LOAN_0002625,CUST_07024,Auto,2025-07-05,1649212.75,9.41,72,3,N,N
LOAN_0002626,CUST_9999,Personal,2023-07-02,569160.15,13.79,60,14,N,N
LOAN_0002627,CUST_05018,Home,2021-12-21,8090211.72,9.33,180,2,N,N
LOAN_0002628,CUST_03000,Home,2025-11-12,8095254.6,7.07,240,14,N,N
LOAN_0002629,CUST_09922,Home,2024-11-23,5063765.51,8.73,300,0,N,N
LOAN_0002630,CUST_04295,Auto,2024-05-28,1460617.55,8.46,60,6,N,N
LOAN_0002631,CUST_01744,Personal,2024-10-16,1357312.59,14.32,48,11,N,N
LOAN_0002632,CUST_09629,Education,2025-01-21,1757682.63,9.07,60,0,N,N
LOAN_0002633,CUST_05782,Auto,2021-04-17,2395054.94,12.28,60,8,N,N
LOAN_0002634,CUST_02413,Auto,2026-03-22,1698953.52,9.06,60,0,N,N
LOAN_0002635,CUST_08990,Personal,2024-03-25,283780.35,11.38,48,26,N,N
LOAN_0002636,CUST_02429,Auto,2024-08-29,1643902.43,8.78,60,0,N,N
LOAN_0002637,CUST_04685,Education,2022-02-16,243004.94,11.27,84,11,N,N
LOAN_0002638,CUST_01300,Personal,2021-07-28,748379.39,13.81,24,8,N,N
LOAN_0002639,CUST_04103,Home,2024-07-13,4423357.46,8.72,120,6,N,N
LOAN_0002640,CUST_08025,Personal,2023-07-21,914751.39,14.62,36,2,N,N
LOAN_0002641,CUST_05651,Home,2024-01-15,2675520.83,8.58,300,17,N,N
LOAN_0002642,CUST_02251,Auto,2025-08-16,408701.53,10.96,72,1,N,N
LOAN_0002643,CUST_03494,Home,2025-02-28,4665000.57,7.29,300,2,N,N
LOAN_0002644,CUST_04014,Personal,2024-03-01,1016283.94,13.54,60,1,N,N
LOAN_0002645,CUST_07141,Personal,2023-10-30,356493.59,15.89,36,5,N,N
LOAN_0002646,CUST_00289,Personal,2025-09-11,1302406.73,12.92,36,22,N,N
LOAN_0002647,CUST_04655,Personal,2025-08-03,441662.82,11.43,48,18,N,N
LOAN_0002648,CUST_06903,Personal,2022-11-28,1366323.39,17.73,36,0,N,N
LOAN_0002649,CUST_02469,Auto,2021-01-11,999832.53,8.24,72,4,N,N
LOAN_0002650,CUST_04781,Personal,2024-09-30,1052262.9,10.92,48,4,N,N
LOAN_0002651,CUST_01805,Home,2022-09-06,7291307.86,7.53,120,0,N,N
LOAN_0002652,CUST_08332,Home,2023-11-27,2687343.51,8.56,180,21,N,N
LOAN_0002653,CUST_09727,Auto,2021-12-30,755716.31,10.76,36,7,N,N
LOAN_0002654,CUST_02057,Personal,2023-08-12,729459.09,15.19,36,9,N,N
LOAN_0002655,CUST_01808,Personal,2024-05-14,502207.64,11.92,24,60,N,N
LOAN_0002656,CUST_03944,Auto,2025-12-06,701655.06,10.92,36,2,N,N
LOAN_0002657,CUST_04333,Personal,2024-03-25,1271922.05,12.6,48,3,N,N
LOAN_0002658,CUST_00526,Personal,2024-01-13,1067775.09,16.68,48,10,N,N
LOAN_0002659,CUST_04805,Personal,2026-01-01,992503.48,11.68,48,5,N,N
LOAN_0002660,CUST_04677,Home,2026-07-09,7922132.37,9.75,300,5,N,N
LOAN_0002661,CUST_03003,Auto,2026-01-20,798482.27,9.43,72,3,N,N
LOAN_0002662,CUST_05583,Home,2024-12-17,2705379.38,8.9,180,12,N,N
LOAN_0002663,CUST_00037,Home,2021-01-07,3543430.63,8.27,240,1,N,N
LOAN_0002664,CUST_07593,Home,2022-05-05,9590293.29,9.94,240,4,N,N
LOAN_0002665,CUST_06444,Home,2021-07-18,4240392.15,7.92,300,12,N,N
LOAN_0002666,CUST_04956,Home,2025-09-08,9307461.63,7.21,300,4,N,N
LOAN_0002667,CUST_01724,Home,2025-09-09,3618653.8,10.13,300,3,N,N
