Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Branch_ID,Relationship_Manager,Account_Type_raw
ACC_008488,CUST_08488,Savings,2024-07-20,20017.09,BR016,RM_011,Savings
ACC_008489,CUST_08489,Salary,2024-06-23,909.95,BR049,RM_016,Salary
ACC_008490,CUST_08490,Savings,2022-05-25,73850.65,BR032,RM_013,Savings
ACC_008491,CUST_08491,Savings,2025-01-19,18062.77,BR026,RM_018,Savings
ACC_008492,CUST_08492,Savings,2023-01-26,9047.22,BR045,RM_077,Savings
ACC_008493,CUST_08493,Salary,2023-09-05,12004.07,BR028,RM_089,Salary
ACC_008494,CUST_08494,Savings,2022-10-19,4627.72,BR021,RM_016,Savings
ACC_008495,CUST_08495,Salary,2025-09-22,5698.18,BR044,RM_053,Salary
ACC_008496,CUST_08496,Salary,2026-07-16,123372.58,BR006,RM_093,Salary
ACC_008497,CUST_08497,Savings,2025-06-19,21398.73,BR007,RM_044,Savings
ACC_008498,CUST_08498,Savings,2022-08-13,85289.27,BR003,RM_054,Savings
ACC_008499,CUST_08499,Savings,2025-03-05,14982.42,BR001,RM_012,Savings
ACC_008500,CUST_08500,Salary,2024-04-18,29411.45,BR006,RM_087,Salary
ACC_008501,CUST_08501,Salary,2026-02-17,35915.84,BR017,RM_042,Salary
ACC_008502,CUST_08502,Savings,2023-06-07,33572.95,BR044,RM_064,Savings
ACC_008503,CUST_08503,Savings,2021-09-08,22343.27,BR022,RM_035,Savings
ACC_008504,CUST_08504,Salary,2025-05-02,127973.84,BR010,RM_038,Salary
ACC_008505,CUST_08505,Savings,2022-04-11,-629.82,BR023,RM_040,Savings
ACC_008506,CUST_08506,Savings,2025-03-04,33105.05,BR019,RM_044,Savings
ACC_008507,CUST_08507,Savings,2022-04-01,151662.35,BR003,RM_018,Savings
ACC_008508,CUST_08508,Current,2026-04-29,44819.56,BR032,RM_036,Current
ACC_008509,CUST_08509,Savings,2022-07-30,-1441.55,BR044,RM_037,Savings
ACC_008510,CUST_08510,Savings,2023-01-25,31985.68,BR029,RM_044,Savings
ACC_008511,CUST_08511,Savings,2021-07-26,21890.1,BR047,RM_068,Savings
ACC_008512,CUST_08512,Savings,2023-02-22,2630.69,BR046,RM_060,Savings
ACC_008513,CUST_08513,Current,2023-09-20,4136.5,BR023,RM_041,Current
ACC_008514,CUST_08514,Savings,2023-05-03,9848.33,BR040,RM_093,Savings
ACC_008515,CUST_08515,Salary,2023-05-04,28242.32,BR046,RM_054,Salary
ACC_008516,CUST_08516,Salary,2024-11-14,69059.06,BR036,RM_100,Salary
ACC_008517,CUST_08517,Savings,2023-01-03,5673.0,BR041,RM_054,Savings
ACC_008518,CUST_08518,Current,2021-11-16,7935.89,BR041,RM_066,Current
ACC_008519,CUST_08519,Savings,2027-06-06,82521.06,BR042,RM_098,Savings
ACC_008520,CUST_08520,Savings,2021-01-29,316675.33,BR003,RM_046,Savings
ACC_008521,CUST_08521,Savings,2021-03-16,435387.79,BR027,RM_053,Savings
ACC_008522,CUST_08522,Savings,2024-08-14,2964.01,BR024,RM_044,Savings
ACC_008523,CUST_08523,Savings,2023-05-24,127259.6,BR001,RM_015,Savings
ACC_008524,CUST_08524,Savings,2025-05-02,36804.06,BR039,RM_003,Savings
ACC_008525,CUST_08525,Savings,2024-10-01,8070.42,BR050,RM_035,Savings
ACC_008526,CUST_08526,Salary,2026-01-10,56385.6,BR016,RM_014,Salary
ACC_008527,CUST_08527,Savings,2022-10-10,95576.36,BR012,RM_042,Savings
ACC_008528,CUST_08528,Salary,2022-02-04,206860.89,BR048,RM_074,Salary
ACC_008529,CUST_08529,Savings,2023-08-18,24121.86,BR018,RM_034,Savings
ACC_008530,CUST_08530,Salary,2022-03-21,9621.49,BR035,RM_045,Salary
ACC_008531,CUST_08531,Salary,2023-01-19,28791.12,BR019,RM_085,Salary
ACC_008532,CUST_08532,Savings,2025-12-29,67205.28,BR050,RM_019,Savings
ACC_008533,CUST_08533,Salary,2023-05-17,182525.46,BR003,RM_059,Salary
ACC_008534,CUST_08534,Savings,2023-06-21,2592.67,BR020,RM_086,Savings
ACC_008535,CUST_08535,Savings,2024-01-28,2411.3,BR031,RM_079,Savings
ACC_008536,CUST_08536,Savings,2024-06-10,4248.61,BR042,RM_001,Savings
ACC_008537,CUST_08537,Savings,2024-01-19,15330.52,BR025,RM_035,Savings
ACC_008538,CUST_08538,Savings,2025-06-01,205764.03,BR021,RM_048,Savings
ACC_008539,CUST_08539,Savings,2025-07-12,433765.14,BR047,RM_052,Savings
ACC_008540,CUST_08540,Savings,2024-03-05,24213.94,BR027,RM_034,Savings
ACC_008541,CUST_08541,Current,2025-06-10,462206.54,BR014,RM_064,Current
ACC_008542,CUST_08542,Savings,2026-07-29,390336.31,BR043,RM_007,Savings
ACC_008543,CUST_08543,Savings,2024-07-21,33861.81,BR020,RM_096,Savings
ACC_008544,CUST_08544,Current,2026-04-22,4592.63,BR040,RM_051,Current
ACC_008545,CUST_08545,Savings,2022-07-08,8030.89,BR006,RM_038,Savings
ACC_008546,CUST_08546,Savings,2025-06-29,8405.13,BR003,RM_035,Savings
ACC_008547,CUST_08547,Savings,2021-05-09,8434.4,BR024,RM_080,Savings
ACC_008548,CUST_08548,Salary,2021-04-06,11848.01,BR010,RM_021,Salary
ACC_008549,CUST_08549,Savings,2025-06-07,1345952.12,BR027,RM_090,Savings
ACC_008550,CUST_08550,Savings,2024-01-08,7598.7,BR048,RM_022,Savings
ACC_008551,CUST_08551,Savings,2026-06-30,36828.95,BR003,RM_068,Savings
ACC_008552,CUST_08552,Savings,2025-09-28,83204.01,BR049,RM_012,Savings
ACC_008553,CUST_08553,Savings,2021-12-11,522229.05,BR033,RM_079,Savings
ACC_008554,CUST_08554,Savings,2025-02-23,8387.03,BR021,RM_035,Savings
ACC_008555,CUST_08555,Savings,2024-10-15,45191.7,BR042,RM_063,Savings
ACC_008556,CUST_08556,Savings,2024-09-29,114125.66,BR016,RM_094,Savings
ACC_008557,CUST_08557,Salary,2025-05-20,8083.17,BR018,RM_098,Salary
ACC_008558,CUST_08558,Savings,2023-03-24,56129.44,BR015,RM_060,Savings
ACC_008559,CUST_08559,Salary,2023-03-16,10712.45,BR003,RM_002,Salary
ACC_008560,CUST_08560,Savings,2023-04-23,19921.32,BR048,RM_085,Savings
ACC_008561,CUST_08561,Savings,2024-09-01,505282.19,BR006,RM_056,Savings
ACC_008562,CUST_08562,Savings,2022-11-17,6771.52,BR020,RM_019,Savings
ACC_008563,CUST_08563,Salary,2026-04-15,28728.27,BR023,RM_082,Salary
ACC_008564,CUST_08564,Salary,2021-08-12,121277.54,BR039,RM_028,Salary
ACC_008565,CUST_08565,Current,2023-01-27,5636.89,BR010,RM_019,Current
ACC_008566,CUST_08566,Savings,2023-06-25,9610.67,BR006,RM_027,Savings
ACC_008567,CUST_08567,Current,2021-06-17,40744.48,BR025,RM_008,Current
ACC_008568,CUST_08568,Savings,2024-09-20,383896.4,BR030,RM_059,Savings
ACC_008569,CUST_08569,Current,2024-04-21,23523.77,BR049,RM_099,Current
ACC_008570,CUST_08570,Savings,2022-11-02,46838.09,BR007,RM_049,Savings
ACC_008571,CUST_08571,Savings,2023-09-17,46083.4,BR034,RM_079,Savings
ACC_008572,CUST_08572,Savings,2026-05-28,1102129.13,BR002,RM_054,Savings
ACC_008573,CUST_08573,Salary,2025-07-04,68840.53,BR044,RM_082,Salary
ACC_008574,CUST_08574,Savings,2021-03-22,84012.55,BR026,RM_065,Savings
ACC_008575,CUST_08575,Salary,2023-09-17,21434.64,BR003,RM_083,Salary
ACC_008576,CUST_08576,Salary,2024-02-23,16048.43,BR030,RM_041,Salary
ACC_008577,CUST_08577,Savings,2022-05-19,-1371.79,BR007,RM_030,Savings
ACC_008578,CUST_08578,Savings,2022-10-08,3625.78,BR012,RM_020,Savings
ACC_008579,CUST_08579,Current,2026-05-14,2624.42,BR020,RM_092,Current
ACC_008580,CUST_08580,Savings,2026-03-20,3530.24,BR033,RM_028,Savings
ACC_008581,CUST_08581,Savings,2021-07-16,183095.98,BR017,RM_020,Savings
ACC_008582,CUST_08582,Savings,2024-12-22,7981.94,BR006,RM_047,Savings
ACC_008583,CUST_08583,Savings,2021-04-19,34041.13,BR012,RM_091,Savings
ACC_008584,CUST_08584,Savings,2025-03-23,73989.61,BR003,RM_049,Savings
ACC_008585,CUST_08585,Savings,2025-05-08,26318.88,BR012,RM_056,Savings
ACC_008586,CUST_08586,Savings,2025-08-20,82204.2,BR043,RM_001,Savings
ACC_008587,CUST_08587,Savings,2025-08-29,34634.0,BR007,RM_024,Savings
ACC_008588,CUST_08588,Savings,2024-06-29,143151.56,BR031,RM_036,Savings
ACC_008589,CUST_08589,Current,2026-02-06,10566.75,BR024,RM_003,Current
ACC_008590,CUST_08590,Salary,2026-05-20,7389.51,BR011,RM_024,Salary
ACC_008591,CUST_08591,Salary,2022-03-30,6842.95,BR040,RM_054,Salary
ACC_008592,CUST_08592,Savings,2021-11-25,3652.84,BR022,RM_001,Savings
ACC_008593,CUST_08593,Savings,2025-03-18,13333.36,BR008,RM_013,Savings
ACC_008594,CUST_08594,Current,2022-04-18,19297.45,BR034,RM_024,Current
ACC_008595,CUST_08595,Savings,2021-01-18,3734.95,BR028,RM_041,Savings
ACC_008596,CUST_08596,Salary,2024-12-27,71588.12,BR010,RM_051,Salary
ACC_008597,CUST_08597,Salary,2022-10-09,36108.13,BR050,RM_056,Salary
ACC_008598,CUST_08598,Salary,2021-09-17,8972.36,BR026,RM_089,Salary
ACC_008599,CUST_08599,Savings,2022-07-02,67144.7,BR002,RM_058,Savings
ACC_008600,CUST_08600,Salary,2024-08-07,8188.49,BR034,RM_049,Salary
ACC_008601,CUST_08601,Savings,2024-07-17,21298.96,BR021,RM_017,Savings
ACC_008602,CUST_08602,Current,2021-12-24,264612.86,BR011,RM_031,Current
ACC_008603,CUST_08603,Savings,2023-06-11,2793.68,BR009,RM_001,Savings
ACC_008604,CUST_08604,Savings,2022-08-10,21236.73,BR015,RM_004,Savings
ACC_008605,CUST_08605,Savings,2021-05-16,7407.1,BR001,RM_062,Savings
ACC_008606,CUST_08606,Savings,2025-12-02,57813.43,BR019,RM_031,Savings
ACC_008607,CUST_08607,Savings,2024-04-14,4864.71,BR010,RM_034,Savings
ACC_008608,CUST_08608,Savings,2021-05-03,27491.18,BR003,RM_021,Savings
ACC_008609,CUST_08609,Savings,2024-11-26,332287.61,BR005,RM_006,Savings
ACC_008610,CUST_08610,Savings,2022-09-21,25636.39,BR049,RM_005,Savings
ACC_008611,CUST_08611,Savings,2023-06-27,4672.65,BR025,RM_056,Savings
ACC_008612,CUST_08612,Current,2025-05-07,19820.42,BR006,RM_017,Current
ACC_008613,CUST_08613,Savings,2023-03-04,33829.68,BR038,RM_017,Savings
ACC_008614,CUST_08614,Savings,2025-05-05,188389.13,BR011,RM_023,Savings
ACC_008615,CUST_08615,Current,2021-08-14,34942.08,BR030,RM_011,Current
ACC_008616,CUST_08616,Salary,2027-04-18,6645.85,BR032,RM_018,Salary
ACC_008617,CUST_08617,Savings,2023-02-18,15038.01,BR026,RM_064,Savings
ACC_008618,CUST_08618,Savings,2022-07-11,46852.54,BR038,RM_012,Savings
ACC_008619,CUST_08619,Savings,2024-04-15,1278403.54,BR050,RM_004,Savings
ACC_008620,CUST_08620,Savings,2024-11-10,9087.62,BR032,RM_068,Savings
ACC_008621,CUST_08621,Savings,2025-08-27,226175.74,BR047,RM_009,Savings
ACC_008622,CUST_08622,Current,2022-11-03,7003.45,BR007,RM_035,Current
ACC_008623,CUST_08623,Savings,2025-11-10,27211.97,BR019,RM_013,Savings
ACC_008624,CUST_08624,Savings,2023-06-21,32978.57,BR028,RM_022,Savings
ACC_008625,CUST_08625,Savings,2021-09-14,38027.74,BR010,RM_036,Savings
ACC_008626,CUST_08626,Savings,2023-07-27,2226.93,BR032,RM_073,Savings
ACC_008627,CUST_08627,Savings,2024-02-21,5202.63,BR047,RM_021,Savings
ACC_008628,CUST_08628,Current,2025-07-04,63104.35,BR044,RM_024,Current
ACC_008629,CUST_08629,Savings,2024-12-15,4694.1,BR022,RM_051,Savings
ACC_008630,CUST_08630,Savings,2024-09-08,118015.18,BR045,RM_037,Savings
ACC_008631,CUST_08631,Savings,2024-04-10,1101.64,BR023,RM_068,Savings
ACC_008632,CUST_08632,Current,2022-04-06,19471.23,BR024,RM_047,Current
ACC_008633,CUST_08633,Salary,2021-04-08,13875.83,BR039,RM_005,Salary
ACC_008634,CUST_08634,Savings,2026-07-16,-2831.23,BR014,RM_022,Savings
ACC_008635,CUST_08635,Savings,2022-02-22,63015.53,BR040,RM_034,Savings
ACC_008636,CUST_08636,Savings,2024-06-07,16734.43,BR039,RM_016,Savings
ACC_008637,CUST_08637,Savings,2023-12-26,41494.96,BR001,RM_021,Savings
ACC_008638,CUST_08638,Current,2024-07-25,147089.98,BR042,RM_099,Current
ACC_008639,CUST_08639,Savings,2021-04-25,39216.85,BR034,RM_072,Savings
ACC_008640,CUST_08640,Savings,2024-10-16,25655.9,BR002,RM_066,Savings
ACC_008641,CUST_08641,Savings,2026-06-05,5916.37,BR045,RM_027,Savings
ACC_008642,CUST_08642,Salary,2021-08-09,34740.38,BR048,RM_095,Salary
ACC_008643,CUST_08643,Salary,2025-08-07,9564.14,BR006,RM_049,Salary
ACC_008644,CUST_08644,Savings,2023-12-01,7650.59,BR022,RM_023,Savings
ACC_008645,CUST_08645,Savings,2024-07-15,5424.74,BR030,RM_010,Savings
ACC_008646,CUST_08646,Salary,2021-02-04,91046.19,BR019,RM_014,Salary
ACC_008647,CUST_08647,Savings,2021-08-14,109228.03,BR026,RM_052,Savings
ACC_008648,CUST_08648,Savings,2021-07-28,11643.01,BR028,RM_082,Savings
ACC_008649,CUST_08649,Savings,2024-05-24,5438.62,BR010,RM_014,Savings
ACC_008650,CUST_08650,Salary,2025-03-28,10145.31,BR006,RM_032,Salary
ACC_008651,CUST_08651,Savings,2026-07-16,599005.8,BR033,RM_076,Savings
ACC_008652,CUST_08652,Savings,2023-12-23,281658.63,BR037,RM_047,Savings
ACC_008653,CUST_08653,Savings,2022-02-22,6674.78,BR039,RM_040,Savings
ACC_008654,CUST_08654,Savings,2021-04-12,186376.6,BR029,RM_038,Savings
ACC_008655,CUST_08655,Current,2025-09-15,93530.46,BR015,RM_056,Current
ACC_008656,CUST_08656,Savings,2024-05-26,11753.42,BR001,RM_044,Savings
ACC_008657,CUST_08657,Current,2022-10-04,6276.67,BR039,RM_009,Current
ACC_008658,CUST_08658,Savings,2023-11-16,21609.92,BR002,RM_057,Savings
ACC_008659,CUST_08659,Salary,2021-07-19,64052.77,BR002,RM_012,Salary
ACC_008660,CUST_08660,Current,2024-12-06,78009.32,BR028,RM_056,Current
ACC_008661,CUST_08661,Savings,2022-06-22,6502.72,BR014,RM_078,Savings
ACC_008662,CUST_08662,Savings,2021-10-28,184256.83,BR015,RM_063,Savings
ACC_008663,CUST_08663,Salary,2022-09-22,4501.9,BR030,RM_067,Salary
ACC_008664,CUST_08664,Salary,2025-01-01,29598.38,BR043,RM_041,Salary
ACC_008665,CUST_08665,Salary,2024-05-26,116356.62,BR034,RM_098,Salary
ACC_008666,CUST_08666,Savings,2025-09-12,13149.84,BR026,RM_049,Savings
ACC_008667,CUST_08667,Salary,2023-10-13,6245.95,BR026,RM_061,Salary
ACC_008668,CUST_08668,Salary,2025-04-15,6514.77,BR041,RM_076,Salary
ACC_008669,CUST_08669,Current,2021-03-30,16342.65,BR028,RM_039,Current
ACC_008670,CUST_08670,Savings,2023-03-07,24312.97,BR001,RM_041,Savings
ACC_008671,CUST_08671,Savings,2023-02-12,12734.83,BR022,RM_092,Savings
ACC_008672,CUST_08672,Current,2024-01-19,946.86,BR042,RM_076,Current
ACC_008673,CUST_08673,Savings,2021-08-17,3342.73,BR028,RM_100,Savings
ACC_008674,CUST_08674,Current,2022-11-01,161461.0,BR034,RM_040,Current
ACC_008675,CUST_08675,Current,2022-03-15,50194.54,BR032,RM_097,Current
ACC_008676,CUST_08676,Savings,2023-06-01,20782.97,BR022,RM_018,Savings
ACC_008677,CUST_08677,Savings,2026-06-26,8397.0,BR013,RM_065,Savings
ACC_008678,CUST_08678,Savings,2024-09-18,10391.43,BR006,RM_021,Savings
ACC_008679,CUST_08679,Savings,2025-10-05,5589.85,BR032,RM_084,Savings
ACC_008680,CUST_08680,Savings,2026-04-20,133018.03,BR017,RM_011,Savings
ACC_008681,CUST_08681,Savings,2024-12-14,57624.81,BR018,RM_095,Savings
ACC_008682,CUST_08682,Savings,2023-09-19,3286.49,BR022,RM_026,Savings
ACC_008683,CUST_08683,Savings,2022-05-17,54206.84,BR023,RM_068,Savings
ACC_008684,CUST_08684,Current,2024-03-26,9172.73,BR037,RM_089,Current
ACC_008685,CUST_08685,Savings,2026-06-04,41653.51,BR044,RM_080,Savings
ACC_008686,CUST_08686,Savings,2026-02-24,11812.93,BR013,RM_020,Savings
ACC_008687,CUST_08687,Savings,2024-06-12,50545.02,BR034,RM_080,Savings
ACC_008688,CUST_08688,Savings,2023-08-19,99775.07,BR022,RM_098,Savings
ACC_008689,CUST_08689,Savings,2026-01-15,8880.76,BR003,RM_040,Savings
ACC_008690,CUST_08690,Savings,2024-05-11,5784.45,BR003,RM_047,Savings
ACC_008691,CUST_08691,Savings,2026-07-03,-1665.23,BR004,RM_017,Savings
ACC_008692,CUST_08692,Salary,2021-11-23,57357.34,BR035,RM_066,Salary
ACC_008693,CUST_08693,Salary,2022-11-19,100112.88,BR046,RM_036,Salary
ACC_008694,CUST_08694,Current,2024-10-14,17790.8,BR035,RM_042,Current
ACC_008695,CUST_08695,Savings,2024-12-19,15052.28,BR018,RM_094,Savings
ACC_008696,CUST_08696,Savings,2023-08-25,59380.98,BR040,RM_047,Savings
ACC_008697,CUST_08697,Savings,2021-09-12,25591.39,BR036,RM_077,Savings
ACC_008698,CUST_08698,Current,2024-11-27,55900.45,BR043,RM_067,Current
ACC_008699,CUST_08699,Savings,2024-04-07,21562.98,BR047,RM_022,Savings
ACC_008700,CUST_08700,Savings,2021-06-30,44348.71,BR035,RM_038,Savings
ACC_008701,CUST_08701,Salary,2024-08-21,14782.04,BR029,RM_065,Salary
ACC_008702,CUST_08702,Savings,2021-11-27,106194.83,BR044,RM_053,Savings
ACC_008703,CUST_08703,Savings,2021-06-26,-298.37,BR001,RM_026,Savings
ACC_008704,CUST_08704,Savings,2021-04-01,56031.22,BR038,RM_030,Savings
ACC_008705,CUST_08705,Savings,2024-08-28,33862.39,BR014,RM_021,Savings
ACC_008706,CUST_08706,Savings,2023-08-24,223470.95,BR031,RM_097,Savings
ACC_008707,CUST_08707,Current,2022-05-12,132548.1,BR016,RM_002,Current
ACC_008708,CUST_08708,Savings,2021-03-27,2848680.02,BR029,RM_054,Savings
ACC_008709,CUST_08709,Savings,2023-07-28,75822.27,BR007,RM_096,Savings
ACC_008710,CUST_08710,Savings,2021-11-17,5048.64,BR014,RM_089,Savings
ACC_008711,CUST_08711,Savings,2024-05-05,7669.27,BR015,RM_020,Savings
ACC_008712,CUST_08712,Savings,2026-01-23,60345.43,BR029,RM_012,Savings
ACC_008713,CUST_08713,Savings,2021-01-27,248805.3,BR025,RM_055,Savings
ACC_008714,CUST_08714,Savings,2021-07-29,123246.38,BR006,RM_074,Savings
ACC_008715,CUST_08715,Savings,2025-04-08,175192.1,BR031,RM_076,Savings
ACC_008716,CUST_08716,Savings,2021-01-21,33654.17,BR040,RM_049,Savings
ACC_008717,CUST_08717,Savings,2024-12-20,25493.2,BR030,RM_005,Savings
ACC_008718,CUST_08718,Savings,2021-10-21,119833.43,BR021,RM_089,Savings
ACC_008719,CUST_08719,Savings,2025-12-30,90860.62,BR018,RM_056,Savings
ACC_008720,CUST_08720,Savings,2026-07-21,15143.68,BR005,RM_082,Savings
ACC_008721,CUST_08721,Savings,2024-03-29,5140.07,BR033,RM_087,Savings
ACC_008722,CUST_08722,Savings,2022-06-13,41771.97,BR025,RM_064,Savings
ACC_008723,CUST_08723,Savings,2023-10-03,65222.69,BR036,RM_089,Savings
ACC_008724,CUST_08724,Savings,2025-02-16,12869.6,BR011,RM_040,Savings
ACC_008725,CUST_08725,Savings,2021-02-17,29503.87,BR006,RM_073,Savings
ACC_008726,CUST_08726,Savings,2025-06-26,22348.55,BR019,RM_094,Savings
ACC_008727,CUST_08727,Savings,2025-04-18,4300.89,BR003,RM_054,Savings
ACC_008728,CUST_08728,Savings,2026-04-15,1109.98,BR006,RM_011,Savings
ACC_008729,CUST_08729,Savings,2023-09-11,159364.44,BR049,RM_033,Savings
ACC_008730,CUST_08730,Savings,2025-04-22,68560.11,BR030,RM_023,Savings
ACC_008731,CUST_08731,Savings,2024-01-12,58299.7,BR021,RM_025,Savings
ACC_008732,CUST_08732,Savings,2024-01-29,19831.69,BR034,RM_017,Savings
ACC_008733,CUST_08733,Savings,2023-06-01,12812.2,BR001,RM_029,Savings
ACC_008734,CUST_08734,Current,2024-08-16,9152.43,BR001,RM_054,Current
ACC_008735,CUST_08735,Salary,2023-03-15,45133.81,BR032,RM_088,Salary
ACC_008736,CUST_08736,Savings,2022-06-04,90929.68,BR050,RM_100,Savings
ACC_008737,CUST_08737,Savings,2023-05-19,35251.79,BR015,RM_055,Savings
ACC_008738,CUST_08738,Current,2024-07-31,41003.8,BR036,RM_091,Current
ACC_008739,CUST_08739,Salary,2026-01-31,4535.06,BR016,RM_034,Salary
ACC_008740,CUST_08740,Savings,2023-03-05,20835.09,BR005,RM_062,Savings
ACC_008741,CUST_08741,Savings,2025-03-01,4523.28,BR025,RM_081,Savings
ACC_008742,CUST_08742,Savings,2024-01-13,51487.11,BR031,RM_063,Savings
ACC_008743,CUST_08743,Savings,2024-07-04,47259.37,BR012,RM_024,Savings
ACC_008744,CUST_08744,Salary,2021-02-09,5499.03,BR012,RM_021,Salary
ACC_008745,CUST_08745,Savings,2021-11-06,6801.31,BR029,RM_003,Savings
ACC_008746,CUST_08746,Salary,2022-08-25,2219.98,BR013,RM_053,Salary
ACC_008747,CUST_08747,Salary,2024-01-17,518685.76,BR008,RM_026,Salary
ACC_008748,CUST_08748,Current,2022-08-02,6843.35,BR024,RM_005,Current
ACC_008749,CUST_08749,Salary,2026-07-10,371007.3,BR013,RM_059,Salary
ACC_008750,CUST_08750,Savings,2022-11-21,9934.52,BR047,RM_009,Savings
ACC_008751,CUST_08751,Savings,2024-04-03,37872.27,BR036,RM_021,Savings
ACC_008752,CUST_08752,Savings,2021-06-02,51248.26,BR005,RM_087,Savings
ACC_008753,CUST_08753,Savings,2026-05-22,71837.05,BR009,RM_045,Savings
ACC_008754,CUST_08754,Savings,2021-05-25,8584.49,BR029,RM_011,Savings
ACC_008755,CUST_08755,Salary,2023-12-14,3887.41,BR038,RM_014,Salary
ACC_008756,CUST_08756,Savings,2023-02-09,225959.06,BR043,RM_059,Savings
ACC_008757,CUST_08757,Current,2026-03-27,2212.49,BR028,RM_037,Current
ACC_008758,CUST_08758,Savings,2024-04-28,83112.71,BR043,RM_022,Savings
ACC_008759,CUST_08759,Savings,2022-02-27,1463424.48,BR050,RM_092,Savings
ACC_008760,CUST_08760,Savings,2022-08-21,88786.5,BR046,RM_021,Savings
ACC_008761,CUST_08761,Savings,2023-12-14,14737.04,BR001,RM_078,Savings
ACC_008762,CUST_08762,Savings,2021-03-28,16005.21,BR024,RM_042,Savings
ACC_008763,CUST_08763,Savings,2026-04-06,13173.1,BR043,RM_057,Savings
ACC_008764,CUST_08764,Savings,2025-11-09,8723.76,BR015,RM_046,Savings
ACC_008765,CUST_08765,Savings,2022-12-21,49771.32,BR021,RM_089,Savings
ACC_008766,CUST_08766,Salary,2024-01-16,59903.94,BR031,RM_002,Salary
ACC_008767,CUST_08767,Savings,2021-05-03,21683.7,BR022,RM_072,Savings
ACC_008768,CUST_08768,Savings,2026-07-12,266846.46,BR044,RM_066,Savings
ACC_008769,CUST_08769,Current,2021-01-07,39971.69,BR016,RM_020,Current
ACC_008770,CUST_08770,Savings,2024-01-17,324725.17,BR039,RM_021,Savings
ACC_008771,CUST_08771,Savings,2022-04-05,349809.71,BR014,RM_043,Savings
ACC_008772,CUST_08772,Salary,2023-09-21,34399.27,BR022,RM_100,Salary
ACC_008773,CUST_08773,Savings,2023-05-17,752912.39,BR031,RM_070,Savings
ACC_008774,CUST_08774,Savings,2021-04-30,460285.44,BR038,RM_087,Savings
ACC_008775,CUST_08775,Savings,2023-12-15,37075.19,BR008,RM_029,Savings
ACC_008776,CUST_08776,Savings,2023-03-04,960812.13,BR031,RM_065,Savings
ACC_008777,CUST_08777,Current,2024-12-04,101301.93,BR031,RM_082,Current
ACC_008778,CUST_08778,Savings,2025-01-13,7707.76,BR042,RM_035,Savings
ACC_008779,CUST_08779,Savings,2023-03-13,12237.74,BR007,RM_078,Savings
ACC_008780,CUST_08780,Current,2022-12-09,19379.38,BR034,RM_012,Current
ACC_008781,CUST_08781,Savings,2022-08-31,118216.67,BR016,RM_054,Savings
ACC_008782,CUST_08782,Savings,2021-05-03,15153.13,BR034,RM_034,Savings
ACC_008783,CUST_08783,Savings,2025-08-17,7022.02,BR033,RM_045,Savings
ACC_008784,CUST_08784,Savings,2025-03-25,143492.45,BR004,RM_013,Savings
ACC_008785,CUST_08785,Salary,2023-03-06,242718.83,BR003,RM_030,Salary
ACC_008786,CUST_08786,Savings,2024-10-10,116831.08,BR008,RM_091,Savings
ACC_008787,CUST_08787,Savings,2023-09-11,281243.48,BR018,RM_047,Savings
ACC_008788,CUST_08788,Savings,2021-06-21,13530.55,BR038,RM_054,Savings
ACC_008789,CUST_08789,Savings,2024-12-10,45034.49,BR034,RM_076,Savings
ACC_008790,CUST_08790,Salary,2022-09-16,23662.4,BR049,RM_041,Salary
ACC_008791,CUST_08791,Savings,2021-01-04,17780.94,BR016,RM_031,Savings
ACC_008792,CUST_08792,Savings,2021-07-30,42783.52,BR044,RM_063,Savings
ACC_008793,CUST_08793,Current,2021-04-15,11321.37,BR022,RM_020,Current
ACC_008794,CUST_08794,Savings,2023-12-31,478194.07,BR011,RM_054,Savings
ACC_008795,CUST_08795,Savings,2021-12-14,895422.1,BR004,RM_053,Savings
ACC_008796,CUST_08796,Savings,2025-05-17,1763.89,BR027,RM_033,Savings
ACC_008797,CUST_08797,Savings,2025-02-13,-2366.36,BR038,RM_065,Savings
ACC_008798,CUST_08798,Savings,2026-01-07,-3357.16,BR045,RM_048,Savings
ACC_008799,CUST_08799,Salary,2021-06-05,11070.99,BR049,RM_080,Salary
ACC_008800,CUST_08800,Savings,2022-07-25,30367.73,BR030,RM_059,Savings
ACC_008801,CUST_08801,Salary,2023-01-13,6545.18,BR010,RM_097,Salary
ACC_008802,CUST_08802,Savings,2021-06-21,11227.47,BR026,RM_017,Savings
ACC_008803,CUST_08803,Savings,2026-05-31,19265.08,BR037,RM_004,Savings
ACC_008804,CUST_08804,Savings,2024-07-16,8518.95,BR049,RM_010,Savings
ACC_008805,CUST_08805,Savings,2022-01-23,24064.99,BR025,RM_028,Savings
ACC_008806,CUST_08806,Current,2023-12-05,10374.13,BR039,RM_017,Current
ACC_008807,CUST_08807,Savings,2026-01-27,47881.05,BR031,RM_086,Savings
ACC_008808,CUST_08808,Salary,2023-02-27,8858.7,BR039,RM_093,Salary
ACC_008809,CUST_08809,Savings,2023-06-21,13168.69,BR016,RM_002,Savings
ACC_008810,CUST_08810,Savings,2022-12-13,7039.34,BR028,RM_098,Savings
ACC_008811,CUST_08811,Savings,2022-01-27,4179.69,BR008,RM_095,Savings
ACC_008812,CUST_08812,Savings,2026-02-19,8035.01,BR022,RM_043,Savings
